Coords	Name	MIRNA	tapoc_2_S31_L001_R1_001_condensed	tapoc_3_S32_L001_R1_001_condensed	tapoc_4_S33_L001_R1_001_condensed
Ap4:14247752-14248168	Cluster_3392	N	0	4	36
Ap4:14380488-14380906	Cluster_3393	N	11	52	38
Ap4:14582937-14583353	Cluster_3394	N	16	25	13
Ap4:14610606-14611022	Cluster_3395	N	21	0	7
Ap4:14642836-14643253	Cluster_3396	N	4	10	11
Ap4:14649192-14649609	Cluster_3397	N	18	25	12
Ap4:14658187-14658603	Cluster_3398	N	5	11	11
Ap4:14677510-14678140	Cluster_3399	N	185	232	182
Ap4:14787871-14788284	Cluster_3400	N	1	16	13
Ap4:14828453-14828868	Cluster_3401	N	5	12	12
Ap4:14961276-14961687	Cluster_3402	N	0	0	22
Ap4:14993352-14993766	Cluster_3403	N	8	10	12
Ap4:15198106-15198522	Cluster_3404	N	19	0	9
Ap4:15198662-15199074	Cluster_3405	N	0	3	40
Ap4:15216161-15216589	Cluster_3406	N	80	7	8
Ap4:15472211-15472626	Cluster_3407	N	1	7	255
Ap4:15679333-15679749	Cluster_3408	N	1	16	5
Ap4:15749417-15749834	Cluster_3409	N	0	163	88
Ap4:15836053-15836468	Cluster_3410	N	2	6	42
Ap4:15900649-15901065	Cluster_3411	N	2	3	41
Ap4:15926508-15926925	Cluster_3412	N	23	22	14
Ap4:15975566-15975983	Cluster_3413	N	17	4	2
Ap4:16069580-16069994	Cluster_3414	N	5	1	18
Ap4:16276040-16276456	Cluster_3415	N	57	257	235
Ap4:16367832-16368258	Cluster_3416	N	29	5	7
Ap4:16430443-16431018	Cluster_3417	N	62	5	5
Ap4:16767498-16767914	Cluster_3418	N	6	31	12
Ap4:17020530-17020947	Cluster_3419	N	0	7	60
Ap4:17056263-17056677	Cluster_3420	N	0	9	25
Ap4:17387495-17387901	Cluster_3421	N	0	2	19
Ap4:17519791-17520208	Cluster_3422	N	0	8	92
Ap4:17860121-17861039	Cluster_3423	N	1	26	49
Ap4:18035313-18035730	Cluster_3424	N	1	20	1
Ap4:18139669-18140084	Cluster_3425	N	3	10	8
Ap4:18191104-18191517	Cluster_3426	N	3	18	30
Ap4:18315616-18316033	Cluster_3427	N	14	13	33
Ap4:18680007-18680423	Cluster_3428	N	10	5	8
Ap4:18726869-18727283	Cluster_3429	N	1	39	51
Ap4:18850632-18851059	Cluster_3430	N	27	0	0
Ap4:18949030-18949432	Cluster_3431	N	3	4	14
Ap4:18969231-18969646	Cluster_3432	N	1	12	9
Ap4:19009008-19009435	Cluster_3433	N	29	1	1
Ap4:19042458-19042867	Cluster_3434	N	2	3	14
Ap4:19049776-19050193	Cluster_3435	N	21	33	22
Ap4:19051571-19051987	Cluster_3436	N	21	35	24
Ap4:19294857-19295269	Cluster_3437	N	0	0	26
Ap4:19521747-19522176	Cluster_3438	N	65	10	3
Ap4:19548871-19549292	Cluster_3439	N	11	4	16
Ap4:19554697-19555116	Cluster_3440	N	35	2	4
Ap4:19668626-19669049	Cluster_3441	N	12	25	9
Ap4:19673521-19673939	Cluster_3442	N	18	0	4
Ap4:19810611-19811024	Cluster_3443	N	0	0	21
Ap4:19857405-19857817	Cluster_3444	N	4	0	53
Ap4:19923551-19923968	Cluster_3445	N	34	57	36
Ap4:19974600-19975011	Cluster_3446	N	1	7	22
Ap4:19975765-19976182	Cluster_3447	N	13	25	10
Ap4:19988172-19988585	Cluster_3448	N	2	6	11
Ap4:20024403-20024817	Cluster_3449	N	0	0	21
Ap4:20091742-20092168	Cluster_3450	N	45	8	2
Ap4:20112860-20113287	Cluster_3451	N	90	4	13
Ap4:20158584-20159016	Cluster_3452	N	11	62	7
Ap4:20162011-20162422	Cluster_3453	N	0	0	28
Ap4:20205110-20205580	Cluster_3454	N	33	14	26
Ap4:20241044-20241458	Cluster_3455	N	0	0	22
Ap4:20275474-20275898	Cluster_3456	N	31	5	3
Ap4:20437037-20437452	Cluster_3457	N	25	3	3
Ap4:20501950-20502367	Cluster_3458	N	0	1	126
Ap4:20546524-20546931	Cluster_3459	N	7	7	6
Ap4:20572104-20572516	Cluster_3460	N	0	10	23
Ap4:20654680-20655097	Cluster_3461	N	7	58	44
Ap4:20830444-20830860	Cluster_3462	N	5	4	13
Ap4:20873659-20874072	Cluster_3463	N	1	3	37
Ap4:20887224-20887636	Cluster_3464	N	26	2	0
Ap4:20894782-20895210	Cluster_3465	N	25	4	4
Ap4:21073071-21073485	Cluster_3466	N	0	8	37
Ap4:21148000-21148419	Cluster_3467	N	10	4	5
Ap4:21151741-21152160	Cluster_3468	N	11	3	5
Ap4:21208539-21208954	Cluster_3469	N	3	17	30
Ap4:21252148-21252564	Cluster_3470	N	0	20	14
Ap4:21739536-21739964	Cluster_3471	N	33	6	10
Ap4:21760857-21761275	Cluster_3472	N	20	92	93
Ap4:21797914-21798328	Cluster_3473	N	1	3	17
Ap4:21922015-21922432	Cluster_3474	N	19	80	61
Ap4:22067073-22067497	Cluster_3475	N	34	0	1
Ap4:22074762-22075176	Cluster_3476	N	0	23	23
Ap4:22096907-22097451	Cluster_3477	N	91	15	32
Ap4:22102103-22102516	Cluster_3478	N	0	0	27
Ap4:22146845-22147266	Cluster_3479	N	22	2	3
Ap4:22245300-22245716	Cluster_3480	N	0	5	24
Ap4:22317983-22318410	Cluster_3481	N	40	3	3
Ap4:22373954-22374370	Cluster_3482	N	0	3	27
Ap4:22424112-22424524	Cluster_3483	N	1	21	10
Ap4:22608454-22608869	Cluster_3484	N	0	15	14
Ap4:22626713-22627129	Cluster_3485	N	8	36	42
Ap4:22767414-22767834	Cluster_3486	N	25	2	5
Ap4:22788650-22789068	Cluster_3487	N	96	13	13
Ap4:22804898-22805325	Cluster_3488	N	30	0	0
Ap4:22946765-22947182	Cluster_3489	N	674	231	192
Ap4:23027726-23028142	Cluster_3490	N	1	25	7
Ap4:23074270-23074699	Cluster_3491	N	36	6	5
Ap4:23088722-23089149	Cluster_3492	N	40	1	3
Ap4:23235777-23236201	Cluster_3493	N	35	5	4
Ap4:23250862-23251281	Cluster_3494	N	23	0	3
Ap4:23328134-23328548	Cluster_3495	N	4	54	84
Ap4:23450243-23450684	Cluster_3496	N	395	235	594
Ap4:23500016-23500428	Cluster_3497	N	1	8	17
Ap4:23514498-23514910	Cluster_3498	N	1	14	6
Ap4:23894794-23895211	Cluster_3499	N	8	53	36
Ap4:23905989-23906421	Cluster_3500	N	46	13	2
Ap4:23917565-23917992	Cluster_3501	N	19	3	6
Ap4:23918032-23918457	Cluster_3502	N	23	10	5
Ap4:23944621-23945032	Cluster_3503	N	0	32	0
Ap4:23967423-23967849	Cluster_3504	N	36	3	4
Ap4:23975116-23975688	Cluster_3505	N	57	5	3
Ap4:24118500-24118918	Cluster_3506	N	1	29	16
Ap4:24159121-24159531	Cluster_3507	N	8	17	3
Ap4:24169272-24169696	Cluster_3508	N	30	1	0
Ap4:24285076-24285489	Cluster_3509	N	1	0	36
Ap4:24421903-24422330	Cluster_3510	N	46	13	21
Ap4:24463001-24463416	Cluster_3511	N	1	17	11
Ap4:24499520-24499938	Cluster_3512	N	16	4	3
Ap4:24560438-24560867	Cluster_3513	N	18	5	9
Ap4:24811393-24811819	Cluster_3514	N	25	4	17
Ap4:24818158-24818581	Cluster_3515	N	32	3	1
Ap4:24823024-24823449	Cluster_3516	N	26	1	2
Ap4:24876346-24876760	Cluster_3517	N	0	15	17
Ap4:24969059-24969481	Cluster_3518	N	35	0	0
Ap4:25355869-25356286	Cluster_3519	N	3	60	53
Ap4:25364230-25364656	Cluster_3520	N	30	2	4
Ap4:25385253-25385678	Cluster_3521	N	33	0	2
Ap4:25522031-25522460	Cluster_3522	N	33	7	9
Ap4:25549771-25550273	Cluster_3523	N	212	38	10
Ap4:25733263-25733677	Cluster_3524	N	1	6	26
Ap4:26248666-26249095	Cluster_3525	N	85	18	6
Ap4:26591910-26592327	Cluster_3526	N	13	46	39
Ap4:26934463-26934889	Cluster_3527	N	30	1	0
Ap4:27299774-27300192	Cluster_3528	N	2	11	22
Ap4:27351196-27351610	Cluster_3529	N	14	1	10
Ap4:27428291-27428717	Cluster_3530	N	25	4	2
Ap4:27732496-27732925	Cluster_3531	N	40	6	0
Ap4:27824335-27824750	Cluster_3532	N	14	6	4
Ap4:27948247-27948661	Cluster_3533	N	7	8	6
Ap4:28086926-28087328	Cluster_3534	N	7	7	6
Ap4:28120648-28121062	Cluster_3535	N	0	15	18
Ap4:28289014-28289441	Cluster_3536	N	45	14	21
Ap4:28312764-28313193	Cluster_3537	N	42	4	36
Ap4:28351753-28352172	Cluster_3538	N	34	3	2
Ap4:28359010-28359437	Cluster_3539	N	80	8	9
Ap4:28368370-28368785	Cluster_3540	N	4	5	17
Ap4:28661649-28662077	Cluster_3541	N	19	5	5
Ap4:28732288-28732703	Cluster_3542	N	4	5	42
Ap4:28795810-28796323	Cluster_3543	N	165	38	132
Ap4:28802225-28802654	Cluster_3544	N	174	66	58
Ap4:28828343-28828766	Cluster_3545	N	18	30	9
Ap4:28859034-28859464	Cluster_3546	N	53	2	9
Ap4:28947463-28947880	Cluster_3547	N	2	4	17
Ap4:29117689-29118111	Cluster_3548	N	27	3	4
Ap4:29339805-29340235	Cluster_3549	N	229	30	12
Ap4:29344401-29344829	Cluster_3550	N	36	12	5
Ap4:29355644-29356060	Cluster_3551	N	32	3	8
Ap4:29411729-29412143	Cluster_3552	N	4	36	64
Ap4:29516789-29517374	Cluster_3553	N	44	8	4
Ap4:29522748-29523164	Cluster_3554	N	0	26	0
Ap4:29828956-29829372	Cluster_3555	N	5	42	39
Ap4:29851052-29851479	Cluster_3556	N	27	6	10
Ap4:29851718-29852146	Cluster_3557	N	91	2	13
Ap4:29853214-29853636	Cluster_3558	N	21	2	3
Ap4:29914378-29914794	Cluster_3559	N	20	13	8
Ap4:29921916-29922345	Cluster_3560	N	232	42	15
Ap4:30002620-30003037	Cluster_3561	N	7	58	44
Ap4:30024855-30025273	Cluster_3562	N	33	7	12
Ap4:30056191-30056617	Cluster_3563	N	34	4	10
Ap4:30061253-30061679	Cluster_3564	N	37	4	9
Ap4:30160319-30160741	Cluster_3565	N	25	7	2
Ap4:30168220-30168632	Cluster_3566	N	1	1	23
Ap4:30321465-30321898	Cluster_3567	N	107	14	10
Ap4:30420916-30421333	Cluster_3568	N	4	31	3
Ap4:30526975-30527392	Cluster_3569	N	0	0	104
Ap4:30598262-30598679	Cluster_3570	N	16	2	5
Ap4:30610423-30610839	Cluster_3571	N	2	20	16
Ap4:31006390-31006805	Cluster_3572	N	9	36	18
Ap4:31065747-31066164	Cluster_3573	N	12	13	7
Ap4:31139138-31139553	Cluster_3574	N	6	27	28
Ap4:31580449-31580864	Cluster_3575	N	2	13	11
Ap4:31710076-31710491	Cluster_3576	N	1	16	23
Ap4:31736605-31737022	Cluster_3577	N	34	235	197
Ap4:31825840-31826257	Cluster_3578	N	15	36	34
Ap4:31866724-31867135	Cluster_3579	N	0	7	15
Ap4:32152516-32152930	Cluster_3580	N	8	63	137
Ap4:32244609-32245029	Cluster_3581	N	0	1	140
Ap4:32259242-32259656	Cluster_3582	N	6	6	8
Ap4:32285610-32286085	Cluster_3583	N	3	11	33
Ap4:32416267-32416773	Cluster_3584	N	61	10	11
Ap4:32616597-32617005	Cluster_3585	N	21	0	0
Ap4:32647519-32647945	Cluster_3586	N	32	4	3
Ap4:32696636-32697055	Cluster_3587	N	8	10	6
Ap4:32912883-32913299	Cluster_3588	N	2	18	19
Ap4:32938637-32939179	Cluster_3589	N	252	39	13
Ap4:32942967-32943382	Cluster_3590	N	6	22	113
Ap4:33132301-33132716	Cluster_3591	N	0	4	69
Ap4:33392112-33392527	Cluster_3592	N	8	67	5
Ap4:33442088-33442506	Cluster_3593	N	18	18	19
Ap4:33442679-33443096	Cluster_3594	N	17	19	16
Ap4:33503774-33504185	Cluster_3595	N	0	1	21
Ap4:33574233-33574745	Cluster_3596	N	46	10	5
Ap4:33663320-33663734	Cluster_3597	N	0	46	1
Ap4:33686344-33686761	Cluster_3598	N	3	19	31
Ap4:33866451-33866866	Cluster_3599	N	6	9	11
Ap4:33976601-33977018	Cluster_3600	N	4	18	13
Ap4:34054455-34054870	Cluster_3601	N	0	2	49
Ap4:34058541-34058957	Cluster_3602	N	6	30	16
Ap4:34103585-34104001	Cluster_3603	N	19	5	10
Ap4:34240017-34240432	Cluster_3604	N	12	2	8
Ap4:34245397-34245812	Cluster_3605	N	3	9	9
Ap4:34257653-34258068	Cluster_3606	N	1	1	91
Ap4:34407323-34407741	Cluster_3607	N	2	12	22
Ap4:34647510-34647931	Cluster_3608	N	11	30	7
Ap4:34764287-34764700	Cluster_3609	N	15	78	132
Ap4:34791261-34791677	Cluster_3610	N	1	79	444
Ap4:35090735-35091151	Cluster_3611	N	1	15	8
Ap4:35250131-35250551	Cluster_3612	N	9	20	81
Ap4:35583878-35584290	Cluster_3613	N	0	12	40
Ap4:35740572-35740990	Cluster_3614	N	6	10	28
Ap4:35777989-35778401	Cluster_3615	N	0	12	19
Ap4:35820539-35820954	Cluster_3616	N	0	1	41
Ap4:35905184-35905585	Cluster_3617	N	0	17	4
Ap4:36173483-36173894	Cluster_3618	N	1	0	28
Ap4:36319098-36319516	Cluster_3619	N	1	11	22
Ap4:36450325-36450740	Cluster_3620	N	0	1	30
Ap4:36661435-36661850	Cluster_3621	N	0	8	75
Ap4:36717602-36718093	Cluster_3622	N	158	27	28
Ap4:36718552-36719043	Cluster_3623	N	409	24	39
Ap4:36719153-36719580	Cluster_3624	N	35	1	4
Ap4:36719710-36720569	Cluster_3625	N	105	19	24
Ap4:36721090-36721529	Cluster_3626	N	111	13	4
Ap4:36721535-36721971	Cluster_3627	N	90	17	18
Ap4:36733706-36734122	Cluster_3628	N	10	16	18
Ap4:36870055-36870471	Cluster_3629	N	3	9	11
Ap4:36963888-36964305	Cluster_3630	N	5	14	35
Ap4:36998041-36998458	Cluster_3631	N	4	8	14
Ap4:37068801-37069216	Cluster_3632	N	19	2	0
Ap4:37148270-37148684	Cluster_3633	N	0	5	28
Ap4:37218840-37219256	Cluster_3634	N	7	34	67
Ap4:37607214-37607632	Cluster_3635	N	3	23	3
Ap4:38102594-38103012	Cluster_3636	N	1	10	21
Ap4:38169215-38169631	Cluster_3637	N	0	37	27
Ap4:38290361-38290779	Cluster_3638	N	0	1	120
Ap4:38378411-38378828	Cluster_3639	N	1	5	56
Ap4:38388007-38388425	Cluster_3640	N	44	14	9
Ap4:38450055-38450467	Cluster_3641	N	3	5	26
Ap4:38595876-38596293	Cluster_3642	N	3	21	9
Ap4:38982319-38982737	Cluster_3643	N	31	58	59
Ap4:39198395-39198812	Cluster_3644	N	19	48	32
Ap4:39261470-39261888	Cluster_3645	N	6	22	18
Ap4:39307006-39307440	Cluster_3646	N	127	78	49
Ap4:39329112-39329525	Cluster_3647	N	12	164	183
Ap4:39398217-39398628	Cluster_3648	N	0	0	26
Ap4:39548639-39549054	Cluster_3649	N	0	0	20
Ap4:39610289-39610750	Cluster_3650	N	83	9	5
Ap4:39621239-39621647	Cluster_3651	N	22	4	0
Ap4:39622882-39623322	Cluster_3652	N	70	8	11
Ap4:39698971-39699389	Cluster_3653	N	62	403	75
Ap4:39849027-39849521	Cluster_3654	N	86	7	9
Ap4:39916211-39916618	Cluster_3655	N	0	12	24
Ap4:39917792-39918208	Cluster_3656	N	10	5	12
Ap4:39965188-39965607	Cluster_3657	N	0	2	86
Ap4:39979273-39979687	Cluster_3658	N	0	12	14
Ap4:39981381-39981797	Cluster_3659	N	2	7	12
Ap4:40076706-40077132	Cluster_3660	N	26	1	3
Ap4:40077780-40078208	Cluster_3661	N	26	1	6
Ap4:40409005-40409420	Cluster_3662	N	7	26	12
Ap4:40508639-40509057	Cluster_3663	N	210	788	728
Ap4:40542058-40542469	Cluster_3664	N	0	2	22
Ap4:40663851-40664267	Cluster_3665	N	3	54	49
Ap4:40752008-40752424	Cluster_3666	N	11	30	21
Ap4:41186466-41186882	Cluster_3667	N	1	5	23
Ap4:41257327-41257745	Cluster_3668	N	1	22	16
Ap4:41491805-41492223	Cluster_3669	N	5	170	127
Ap4:41680408-41680824	Cluster_3670	N	7	12	10
Ap4:41706278-41706691	Cluster_3671	N	2	20	28
Ap4:42127185-42127602	Cluster_3672	N	0	5	47
Ap4:42285843-42286259	Cluster_3673	N	19	78	55
Ap4:42475134-42475547	Cluster_3674	N	0	0	26
Ap4:42607807-42608225	Cluster_3675	N	2	12	22
Ap4:42692370-42692818	Cluster_3676	N	2783	373	417
Ap4:42707493-42707901	Cluster_3677	N	21	0	0
Ap4:43041184-43041601	Cluster_3678	N	30	81	67
Ap4:43283233-43283646	Cluster_3679	N	3	14	6
Ap4:43301611-43302084	Cluster_3680	N	353	164	53
Ap4:43388708-43389125	Cluster_3681	N	3	194	4
Ap4:43505245-43505658	Cluster_3682	N	1	33	23
Ap4:43900746-43901164	Cluster_3683	N	2	10	21
Ap4:43990311-43990727	Cluster_3684	N	1	0	84
Ap4:44067014-44067431	Cluster_3685	N	0	4	98
Ap4:44075887-44076297	Cluster_3686	N	1	4	15
Ap4:44537899-44538317	Cluster_3687	N	0	2	28
Ap4:44766050-44766463	Cluster_3688	N	1	3	37
Ap4:44794638-44795050	Cluster_3689	N	2	17	32
Ap4:44990859-44991275	Cluster_3690	N	22	181	137
Ap4:45152112-45152527	Cluster_3691	N	0	1	36
Ap4:45253921-45254337	Cluster_3692	N	0	13	12
Ap4:45561762-45562180	Cluster_3693	N	2	4	21
Ap4:45689398-45689814	Cluster_3694	N	26	9	37
Ap4:45864104-45864519	Cluster_3695	N	0	0	65
Ap4:45869881-45870298	Cluster_3696	N	30	34	19
Ap4:45991937-45992349	Cluster_3697	N	0	1	28
Ap4:46184883-46185298	Cluster_3698	N	1	9	12
Ap4:46451215-46451626	Cluster_3699	N	0	0	19
Ap4:46704984-46705398	Cluster_3700	N	1	7	28
Ap4:46896252-46896667	Cluster_3701	N	0	0	58
Ap4:46923778-46924192	Cluster_3702	N	0	0	24
Ap4:47070331-47070749	Cluster_3703	N	15	7	8
Ap4:47311816-47312236	Cluster_3704	N	158	125	96
Ap4:48002784-48003196	Cluster_3705	N	0	2	54
Ap4:48133589-48134001	Cluster_3706	N	0	17	23
Ap4:48247912-48248330	Cluster_3707	N	1	9	11
Ap4:48465461-48465883	Cluster_3708	N	31	4	0
Ap4:48467436-48467853	Cluster_3709	N	0	74	52
Ap4:48472417-48472892	Cluster_3710	N	406	160	162
Ap4:48534663-48535078	Cluster_3711	N	9	3	8
Ap4:48588861-48589353	Cluster_3712	N	42	16	8
Ap4:48626349-48626766	Cluster_3713	N	21	2	8
Ap4:48724120-48724550	Cluster_3714	N	59	16	4
Ap4:48887234-48887648	Cluster_3715	N	0	2	95
Ap4:49180021-49180435	Cluster_3716	N	0	11	20
Ap4:49809801-49810220	Cluster_3717	N	154	782	593
Ap4:50140139-50140556	Cluster_3718	N	5	35	27
Ap4:50201161-50201596	Cluster_3719	N	45	7	4
Ap4:50205119-50205554	Cluster_3720	N	50	4	7
Ap4:50208605-50209043	Cluster_3721	N	48	9	6
Ap4:50212644-50213123	Cluster_3722	N	148	16	9
Ap4:50283919-50284335	Cluster_3723	N	0	17	18
Ap4:50310080-50310495	Cluster_3724	N	0	20	7
Ap4:50551798-50552208	Cluster_3725	N	0	0	24
Ap4:50567718-50568135	Cluster_3726	N	4	26	29
Ap4:50751439-50751851	Cluster_3727	N	2	33	25
Ap4:50879382-50879793	Cluster_3728	N	8	2	23
Ap4:50982952-50983367	Cluster_3729	N	24	5	5
Ap4:51076403-51076997	Cluster_3730	N	14	21	25
Ap4:51472784-51473194	Cluster_3731	N	1	8	18
Ap4:51519718-51520120	Cluster_3732	N	6	6	15
Ap4:51617943-51618347	Cluster_3733	N	2	7	15
Ap4:51624528-51624946	Cluster_3734	N	1	0	36
Ap4:51635502-51635915	Cluster_3735	N	7	9	4
Ap4:51638377-51638810	Cluster_3736	N	47	6	14
Ap4:51659353-51659754	Cluster_3737	N	1	6	14
Ap4:51665204-51665606	Cluster_3738	N	2	8	14
Ap4:51683924-51684565	Cluster_3739	N	3	21	24
Ap4:51688693-51689094	Cluster_3740	N	1	6	14
Ap4:51922542-51922959	Cluster_3741	N	15	6	26
Ap4:51923961-51924377	Cluster_3742	N	8	27	6
Ap4:51983448-51983863	Cluster_3743	N	0	83	80
Ap4:52273992-52274410	Cluster_3744	N	14	18	22
Ap4:52525481-52525897	Cluster_3745	N	1	22	27
Ap4:52820935-52821463	Cluster_3746	N	1670	574	613
Ap4:52841722-52842141	Cluster_3747	N	0	12	33
Ap4:52929339-52929766	Cluster_3748	N	20	5	1
Ap4:52938292-52938733	Cluster_3749	N	257	36	14
Ap4:52938966-52939500	Cluster_3750	N	253	27	20
Ap4:52939940-52940378	Cluster_3751	N	85	5	0
Ap4:52952523-52953047	Cluster_3752	N	1141	224	379
Ap4:53168746-53169162	Cluster_3753	N	11	81	69
Ap4:53208501-53208916	Cluster_3754	N	7	11	9
Ap4:53313059-53313475	Cluster_3755	N	0	26	16
Ap4:53349319-53349736	Cluster_3756	N	1	16	23
Ap4:53376512-53376926	Cluster_3757	N	0	0	21
Ap4:53439484-53439904	Cluster_3758	N	83	5	13
Ap4:53448499-53448919	Cluster_3759	N	81	3	13
Ap4:53519791-53520209	Cluster_3760	N	48	3	17
Ap4:53544363-53544778	Cluster_3761	N	0	38	87
Ap4:53735207-53735623	Cluster_3762	N	0	1	100
Ap4:53821961-53822375	Cluster_3763	N	1	0	44
Ap4:53949928-53950345	Cluster_3764	N	14	16	12
Ap4:53952642-53953053	Cluster_3765	N	0	4	20
Ap4:53963800-53964216	Cluster_3766	N	1	11	11
Ap4:54083309-54083729	Cluster_3767	N	3	15	8
Ap4:54167080-54167483	Cluster_3768	N	32	16	3
Ap4:54260275-54260703	Cluster_3769	N	28	4	6
Ap4:54336415-54336840	Cluster_3770	N	22	0	4
Ap4:54362887-54363303	Cluster_3771	N	12	6	4
Ap4:54373003-54373415	Cluster_3772	N	0	4	49
Ap4:54673357-54673779	Cluster_3773	N	101	4	4
Ap4:54780998-54781416	Cluster_3774	N	48	314	312
Ap4:54867466-54867877	Cluster_3775	N	0	0	22
Ap4:54893962-54894378	Cluster_3776	N	4	9	14
Ap4:55083336-55083751	Cluster_3777	N	17	4	7
Ap4:55176425-55176839	Cluster_3778	N	8	19	11
Ap4:55190798-55191210	Cluster_3779	N	0	13	43
Ap4:55263845-55264317	Cluster_3780	N	1089	254	336
Ap4:55272676-55273091	Cluster_3781	N	1	4	14
Ap4:55437215-55437633	Cluster_3782	N	31	7	3
Ap4:55454855-55455290	Cluster_3783	N	73	24	7
Ap4:55539212-55539626	Cluster_3784	N	0	0	372
Ap4:55557573-55557988	Cluster_3785	N	2	12	5
Ap4:55664077-55664494	Cluster_3786	N	27	49	34
Ap4:55724571-55724986	Cluster_3787	N	0	0	113
Ap4:55961846-55962261	Cluster_3788	N	3	7	12
Ap4:56080192-56080607	Cluster_3789	N	0	29	51
Ap4:56085440-56085858	Cluster_3790	N	106	191	176
Ap4:56333963-56334382	Cluster_3791	N	29	33	44
Ap4:56444175-56444590	Cluster_3792	N	6	27	24
Ap4:56537442-56537859	Cluster_3793	N	11	10	5
Ap4:56766348-56766761	Cluster_3794	N	0	12	43
Ap4:56930528-56930935	Cluster_3795	N	3	0	16
Ap4:57072613-57073090	Cluster_3796	N	55	71	69
Ap4:57164778-57165195	Cluster_3797	N	5	7	14
Ap4:57313222-57313636	Cluster_3798	N	1	10	17
Ap4:57433444-57433856	Cluster_3799	N	1	16	2
Ap4:57451191-57451611	Cluster_3800	N	24	59	47
Ap4:57521047-57521464	Cluster_3801	N	0	12	13
Ap4:57714978-57715445	Cluster_3802	N	59	22	4
Ap4:57776545-57776961	Cluster_3803	N	15	3	5
Ap4:57787982-57788402	Cluster_3804	N	3	12	28
Ap4:57800397-57800827	Cluster_3805	N	64	16	2
Ap4:57924575-57924987	Cluster_3806	N	0	6	39
Ap4:58004267-58004734	Cluster_3807	N	16177	4181	4
Ap4:58162186-58162602	Cluster_3808	N	22	1	3
Ap4:58169343-58169758	Cluster_3809	N	7	13	10
Ap4:58209517-58209935	Cluster_3810	N	251	474	387
Ap4:58376846-58377263	Cluster_3811	N	52	61	42
