Coords	Name	MIRNA	ahya_1_S27_L001_R1_001_trim_condensed	ahya_2_S28_L001_R1_001_trim_condensed	ahya_3_S29_L001_R1_001_trim_condensed	ahya_4_S30_L001_R1_001_trim_condensed
chr14:12257167-12257675	Cluster_20210	N	25	6	9	19
chr14:12257771-12258189	Cluster_20211	N	15	0	8	0
chr14:12264417-12264847	Cluster_20212	N	5	5	24	22
chr14:12265275-12265735	Cluster_20213	N	13	19	1	85
chr14:12266182-12266602	Cluster_20214	N	37	0	0	0
chr14:12268254-12268968	Cluster_20215	N	441	73	1	6
chr14:12277371-12278125	Cluster_20216	N	74	375	1505	52
chr14:12284661-12285203	Cluster_20217	N	4	57	356	398
chr14:12285966-12286412	Cluster_20218	N	194	71	38	139
chr14:12290958-12291383	Cluster_20219	N	2	4	61	5
chr14:12293393-12293811	Cluster_20220	N	8	0	28	19
chr14:12310532-12310960	Cluster_20221	N	58	2	0	1
chr14:12312539-12312966	Cluster_20222	N	41	0	0	0
chr14:12314185-12314631	Cluster_20223	N	80	0	2	0
chr14:12315359-12315883	Cluster_20224	N	73	186	383	396
chr14:12323606-12324156	Cluster_20225	N	326	143	795	1067
chr14:12330316-12330738	Cluster_20226	N	12	0	0	27
chr14:12330894-12331322	Cluster_20227	N	25	0	5	7
chr14:12335188-12335796	Cluster_20228	N	86	2	16	29
chr14:12337048-12337889	Cluster_20229	N	54	8	11	77
chr14:12338085-12338504	Cluster_20230	N	39	0	23	17
chr14:12338938-12339366	Cluster_20231	N	26	10	19	30
chr14:12344870-12345306	Cluster_20232	N	83	6	1	0
chr14:12347862-12348341	Cluster_20233	N	26	2	207	11
chr14:12348484-12349121	Cluster_20234	N	25	2	53	29
chr14:12349687-12350115	Cluster_20235	N	33	1	4	3
chr14:12350480-12350907	Cluster_20236	N	0	0	54	27
chr14:12352886-12353350	Cluster_20237	N	38	0	8	222
chr14:12355124-12355552	Cluster_20238	N	28	17	9	33
chr14:12357591-12358009	Cluster_20239	N	4	25	42	62
chr14:12368198-12368615	Cluster_20240	N	11	1	25	2
chr14:12370311-12370810	Cluster_20241	N	49	8	7	0
chr14:12377042-12377455	Cluster_20242	N	22	0	0	1
chr14:12378876-12379294	Cluster_20243	N	28	0	1	0
chr14:12379469-12379897	Cluster_20244	N	44	0	9	0
chr14:12381757-12382167	Cluster_20245	N	5	0	21	8
chr14:12382269-12382931	Cluster_20246	N	50	3	65	14
chr14:12383593-12384012	Cluster_20247	N	11	1	22	16
chr14:12387028-12387446	Cluster_20248	N	28	10	15	9
chr14:12387515-12387994	Cluster_20249	N	51	8	62	190
chr14:12388359-12388788	Cluster_20250	N	13	8	11	23
chr14:12395735-12396170	Cluster_20251	N	90	1	9	4
chr14:12396512-12396938	Cluster_20252	N	26	2	7	0
chr14:12397243-12397672	Cluster_20253	N	28	0	126	14
chr14:12401187-12401613	Cluster_20254	N	34	0	0	0
chr14:12402002-12402430	Cluster_20255	N	24	0	0	0
chr14:12402711-12403228	Cluster_20256	N	103	5	7	8
chr14:12408417-12408843	Cluster_20257	N	46	17	0	1
chr14:12409524-12409941	Cluster_20258	N	37	1	2	0
chr14:12418796-12419225	Cluster_20259	N	6	0	37	2
chr14:12420104-12420531	Cluster_20260	N	22	0	13	4
chr14:12420638-12421065	Cluster_20261	N	12	2	9	4
chr14:12421941-12422415	Cluster_20262	N	35	7	25	7
chr14:12431488-12431914	Cluster_20263	N	26	1	4	4
chr14:12452874-12453329	Cluster_20264	N	31	14	44	59
chr14:12454079-12454505	Cluster_20265	N	0	0	42	21
chr14:12467731-12468150	Cluster_20266	N	0	0	1	24
chr14:12469006-12469435	Cluster_20267	N	28	17	27	15
chr14:12476126-12476907	Cluster_20268	N	16	15	21	27
chr14:12483754-12484228	Cluster_20269	N	97	0	4	110
chr14:12485526-12485935	Cluster_20270	N	14	6	16	8
chr14:12486874-12487301	Cluster_20271	N	17	2	26	13
chr14:12488330-12488779	Cluster_20272	N	37	10	76	37
chr14:12491526-12492069	Cluster_20273	N	43	3	35	24
chr14:12498765-12499245	Cluster_20274	N	63	1	2	39
chr14:12499792-12500331	Cluster_20275	N	10	1	96	2
chr14:12505128-12505557	Cluster_20276	N	7	0	9	16
chr14:12508188-12508626	Cluster_20277	N	24	0	9	15
chr14:12512369-12512797	Cluster_20278	N	24	9	22	15
chr14:12515105-12516470	Cluster_20279	N	1570	54	282	627
chr14:12517967-12518394	Cluster_20280	N	37	0	2	4
chr14:12518527-12518954	Cluster_20281	N	37	3	20	0
chr14:12525876-12526303	Cluster_20282	N	5	2	33	19
chr14:12526667-12527439	Cluster_20283	N	13	0	66	21
chr14:12529095-12529524	Cluster_20284	N	8	0	33	39
chr14:12530270-12530706	Cluster_20285	N	2	1	26	69
chr14:12531132-12531560	Cluster_20286	N	47	2	4	2
chr14:12533495-12533914	Cluster_20287	N	13	3	0	4
chr14:12535780-12536425	Cluster_20288	N	31	3	41	13
chr14:12537637-12538064	Cluster_20289	N	45	3	35	20
chr14:12540673-12541079	Cluster_20290	N	15	12	2	4
chr14:12541191-12541598	Cluster_20291	N	15	13	23	10
chr14:12555092-12555506	Cluster_20292	N	14	3	42	18
chr14:12556886-12557290	Cluster_20293	N	3	0	23	2
chr14:12570871-12571291	Cluster_20294	N	0	1	3	57
chr14:12572906-12573333	Cluster_20295	N	14	2	17	3
chr14:12576605-12577034	Cluster_20296	N	48	15	17	14
chr14:12577425-12577854	Cluster_20297	N	83	10	6	5
chr14:12578118-12578536	Cluster_20298	N	1	8	0	17
chr14:12579117-12579801	Cluster_20299	N	59	4	21	19
chr14:12579812-12580240	Cluster_20300	N	15	1	2	35
chr14:12581184-12581601	Cluster_20301	N	0	3	3	46
chr14:12583186-12583768	Cluster_20302	N	71	2	10	5
chr14:12583952-12584613	Cluster_20303	N	57	2	17	19
chr14:12585382-12585810	Cluster_20304	N	9	0	6	12
chr14:12585870-12586296	Cluster_20305	N	23	4	20	7
chr14:12587560-12587990	Cluster_20306	N	26	6	9	26
chr14:12589901-12590309	Cluster_20307	N	2	6	12	1
chr14:12591508-12592170	Cluster_20308	N	90	10	13	24
chr14:12592579-12593005	Cluster_20309	N	13	1	9	8
chr14:12593229-12593642	Cluster_20310	N	7	0	12	12
chr14:12594176-12594605	Cluster_20311	N	14	0	10	20
chr14:12595225-12596038	Cluster_20312	N	113	2	29	110
chr14:12604212-12604643	Cluster_20313	N	2	0	2	54
chr14:12604676-12605284	Cluster_20314	N	7	2	8	85
chr14:12607196-12607622	Cluster_20315	N	8	0	1	83
chr14:12608577-12609673	Cluster_20316	N	182	13	5	75
chr14:12609854-12610537	Cluster_20317	N	44	39	19	26
chr14:12614616-12615333	Cluster_20318	N	90	49	3	17
chr14:12617243-12618252	Cluster_20319	N	30	23	56	70
chr14:12620540-12620965	Cluster_20320	N	19	2	8	27
chr14:12622006-12622434	Cluster_20321	N	50	3	11	15
chr14:12622471-12623098	Cluster_20322	N	74	6	8	2
chr14:12623318-12623729	Cluster_20323	N	2	6	27	9
chr14:12626799-12627227	Cluster_20324	N	33	1	3	9
chr14:12627579-12628050	Cluster_20325	N	16	1	61	9
chr14:12628500-12628918	Cluster_20326	N	0	0	4	55
chr14:12630512-12630963	Cluster_20327	N	57	4	6	2
chr14:12641000-12641696	Cluster_20328	N	100	2	35	17
chr14:12650178-12650813	Cluster_20329	N	26	2	175	53
chr14:12658074-12658513	Cluster_20330	N	64	2	87	192
chr14:12660664-12661169	Cluster_20331	N	5	9	114	2
chr14:12661277-12661867	Cluster_20332	N	21	3	55	0
chr14:12664579-12665008	Cluster_20333	N	1	4	42	6
chr14:12667491-12668006	Cluster_20334	N	129	16	74	1
chr14:12668420-12668935	Cluster_20335	N	6	0	45	5
chr14:12669806-12670235	Cluster_20336	N	53	0	28	24
chr14:12673393-12674422	Cluster_20337	N	366	48	275	237
chr14:12674925-12675330	Cluster_20338	N	0	0	7	13
chr14:12675426-12676214	Cluster_20339	N	57	9	94	17
chr14:12677915-12678461	Cluster_20340	N	26	3	52	36
chr14:12682044-12682473	Cluster_20341	N	17	9	20	11
chr14:12682675-12683103	Cluster_20342	N	37	9	25	26
chr14:12683976-12684615	Cluster_20343	N	17	4	99	87
chr14:12684704-12686424	Cluster_20344	N	200	55	336	144
chr14:12687539-12687968	Cluster_20345	N	26	4	20	13
chr14:12688041-12688559	Cluster_20346	N	27	4	21	31
chr14:12688622-12689419	Cluster_20347	N	141	49	251	50
chr14:12690181-12691804	Cluster_20348	N	179	23	218	49
chr14:12692085-12693035	Cluster_20349	N	98	17	163	69
chr14:12693065-12694838	Cluster_20350	N	110	22	179	327
chr14:12696877-12697354	Cluster_20351	N	16	1	65	10
chr14:12699245-12699817	Cluster_20352	N	7	1	31	21
chr14:12703050-12704175	Cluster_20353	N	357	30	304	307
chr14:12704191-12705351	Cluster_20354	N	237	12	220	295
chr14:12706024-12706976	Cluster_20355	N	150	37	160	140
chr14:12707863-12708290	Cluster_20356	N	20	1	9	7
chr14:12711580-12712208	Cluster_20357	N	88	28	75	85
chr14:12714691-12715118	Cluster_20358	N	2	3	57	12
chr14:12715643-12716081	Cluster_20359	N	5	3	86	3
chr14:12718458-12719000	Cluster_20360	N	40	2	53	29
chr14:12719992-12720420	Cluster_20361	N	7	2	23	7
chr14:12723220-12724048	Cluster_20362	N	8	15	26	75
chr14:12725429-12725856	Cluster_20363	N	1	0	18	4
chr14:12727776-12728232	Cluster_20364	N	17	4	417	18
chr14:12729057-12729805	Cluster_20365	N	82	15	51	55
chr14:12730298-12730726	Cluster_20366	N	13	2	58	64
chr14:12731562-12731991	Cluster_20367	N	31	15	32	7
chr14:12736685-12737132	Cluster_20368	N	59	4	34	17
chr14:12737642-12738372	Cluster_20369	N	235	14	159	131
chr14:12739319-12739747	Cluster_20370	N	26	4	28	20
chr14:12740049-12740477	Cluster_20371	N	25	0	20	16
chr14:12740846-12742066	Cluster_20372	N	254	7	195	94
chr14:12742236-12742812	Cluster_20373	N	95	3	181	127
chr14:12745555-12745982	Cluster_20374	N	1	0	11	13
chr14:12747074-12747502	Cluster_20375	N	3	12	20	21
chr14:12747948-12748475	Cluster_20376	N	25	6	145	48
chr14:12748742-12749171	Cluster_20377	N	15	15	142	8
chr14:12757904-12758431	Cluster_20378	N	79	20	0	84
chr14:12761673-12762147	Cluster_20379	N	33	6	60	18
chr14:12762569-12762991	Cluster_20380	N	18	8	17	14
chr14:12763691-12764127	Cluster_20381	N	33	12	37	9
chr14:12764137-12764566	Cluster_20382	N	12	2	34	7
chr14:12765061-12765801	Cluster_20383	N	96	9	55	50
chr14:12766457-12767012	Cluster_20384	N	86	18	40	59
chr14:12769038-12769465	Cluster_20385	N	4	4	5	23
chr14:12770586-12771045	Cluster_20386	N	13	1	72	14
chr14:12771195-12772213	Cluster_20387	N	66	2	207	83
chr14:12772456-12772883	Cluster_20388	N	2	16	15	10
chr14:12782285-12782713	Cluster_20389	N	44	0	0	19
chr14:12782922-12783469	Cluster_20390	N	14	6	19	26
chr14:12783492-12784049	Cluster_20391	N	29	7	112	155
chr14:12787717-12788146	Cluster_20392	N	4	1	32	11
chr14:12788942-12789370	Cluster_20393	N	7	1	28	0
chr14:12790640-12791056	Cluster_20394	N	6	23	10	7
chr14:12794977-12795390	Cluster_20395	N	22	0	12	15
chr14:12796226-12797067	Cluster_20396	N	145	8	16	132
chr14:12797562-12797992	Cluster_20397	N	4	2	54	3
chr14:12798542-12799820	Cluster_20398	N	283	9	124	145
chr14:12808644-12809072	Cluster_20399	N	18	0	1	3
chr14:12809245-12809679	Cluster_20400	N	17	5	4	54
chr14:12810320-12810900	Cluster_20401	N	38	3	27	9
chr14:12811242-12812318	Cluster_20402	N	485	24	193	179
chr14:12816182-12817013	Cluster_20403	N	145	12	16	26
chr14:12819827-12820232	Cluster_20404	N	11	0	1	16
chr14:12825740-12826161	Cluster_20405	N	11	0	1	22
chr14:12826669-12827407	Cluster_20406	N	2	1	0	82
chr14:12827821-12828249	Cluster_20407	N	4	0	4	27
chr14:12833531-12833932	Cluster_20408	N	6	5	7	14
chr14:12834191-12834610	Cluster_20409	N	3	0	21	1
chr14:12839349-12840250	Cluster_20410	N	21	14	133	93
chr14:12840333-12840779	Cluster_20411	N	7	4	26	23
chr14:12840875-12842539	Cluster_20412	N	68	21	152	141
chr14:12849796-12850223	Cluster_20413	N	10	0	15	11
chr14:12851211-12851638	Cluster_20414	N	18	0	24	7
chr14:12854369-12854880	Cluster_20415	N	1	1	123	10
chr14:12855285-12855716	Cluster_20416	N	10	4	421	15
chr14:12855883-12857095	Cluster_20417	N	8	27	701	15
chr14:12860558-12861058	Cluster_20418	N	1	0	67	33
chr14:12861732-12862205	Cluster_20419	N	0	5	47	8
chr14:12862678-12863360	Cluster_20420	N	8	8	62	36
chr14:12863772-12864543	Cluster_20421	N	225	29	46	110
chr14:12867662-12868541	Cluster_20422	N	96	4	15	22
chr14:12869833-12870645	Cluster_20423	N	75	3	150	127
chr14:12872687-12873119	Cluster_20424	N	11	9	495	43
chr14:12873265-12873692	Cluster_20425	N	3	1	30	13
chr14:12875964-12876392	Cluster_20426	N	8	3	33	27
chr14:12877474-12878148	Cluster_20427	N	62	2	56	32
chr14:12880595-12881200	Cluster_20428	N	48	6	8	24
chr14:12881770-12882198	Cluster_20429	N	17	0	6	13
chr14:12885420-12885874	Cluster_20430	N	82	3	120	8
chr14:12887111-12887803	Cluster_20431	N	42	2	69	92
chr14:12889499-12890574	Cluster_20432	N	116	0	14	14
chr14:12891122-12891548	Cluster_20433	N	16	0	13	6
chr14:12891604-12892024	Cluster_20434	N	13	0	21	6
chr14:12892256-12892684	Cluster_20435	N	67	6	3	1
chr14:12893751-12894229	Cluster_20436	N	29	0	35	22
chr14:12894854-12895368	Cluster_20437	N	20	0	55	31
chr14:12895984-12896413	Cluster_20438	N	11	2	33	9
chr14:12896738-12897171	Cluster_20439	N	47	0	25	28
chr14:12902368-12903292	Cluster_20440	N	93	17	73	29
chr14:12904647-12905074	Cluster_20441	N	22	0	12	10
chr14:12905079-12905692	Cluster_20442	N	125	9	60	23
chr14:12911345-12911772	Cluster_20443	N	4	0	55	1
chr14:12913150-12913767	Cluster_20444	N	11	21	24	15
chr14:12914919-12915574	Cluster_20445	N	31	26	31	17
chr14:12916304-12916721	Cluster_20446	N	2	0	1	28
chr14:12917574-12918064	Cluster_20447	N	35	13	66	10
chr14:12922532-12922960	Cluster_20448	N	14	1	24	10
chr14:12923374-12924052	Cluster_20449	N	63	4	237	20
chr14:12935504-12935933	Cluster_20450	N	37	6	23	2
chr14:12939809-12940843	Cluster_20451	N	145	10	0	39
chr14:12942055-12942858	Cluster_20452	N	124	12	51	15
chr14:12955524-12955956	Cluster_20453	N	63	9	110	49
chr14:12987328-12987755	Cluster_20454	N	18	2	10	28
chr14:12988296-12988724	Cluster_20455	N	13	2	2	20
chr14:12989053-12989483	Cluster_20456	N	238	6	2	28
chr14:12991347-12991767	Cluster_20457	N	40	0	0	2
chr14:12993277-12993705	Cluster_20458	N	91	9	1	7
chr14:12994179-12994607	Cluster_20459	N	54	2	0	16
chr14:12995240-12995663	Cluster_20460	N	0	17	0	27
chr14:13006276-13006694	Cluster_20461	N	10	0	21	0
chr14:13015154-13015582	Cluster_20462	N	7	0	56	18
chr14:13018715-13019142	Cluster_20463	N	25	2	7	7
chr14:13022351-13022778	Cluster_20464	N	9	11	27	2
chr14:13025964-13026391	Cluster_20465	N	5	0	48	10
chr14:13028294-13028721	Cluster_20466	N	1	0	26	14
chr14:13034187-13035007	Cluster_20467	N	116	8	53	8
chr14:13039834-13040262	Cluster_20468	N	6	3	4	53
chr14:13040988-13041687	Cluster_20469	N	46	6	0	25
chr14:13041859-13042441	Cluster_20470	N	78	6	7	42
chr14:13044341-13044802	Cluster_20471	N	145	2	0	63
chr14:13046121-13046771	Cluster_20472	N	63	7	26	138
chr14:13058395-13058823	Cluster_20473	N	32	3	8	12
chr14:13058877-13059306	Cluster_20474	N	15	7	18	24
chr14:13060478-13060907	Cluster_20475	N	21	6	20	27
chr14:13062048-13062477	Cluster_20476	N	24	5	18	25
chr14:13065462-13065870	Cluster_20477	N	36	0	6	1
chr14:13077935-13078360	Cluster_20478	N	26	2	0	0
chr14:13079186-13079616	Cluster_20479	N	26	4	2	26
chr14:13096273-13096693	Cluster_20480	N	52	29	0	122
chr14:13097736-13098163	Cluster_20481	N	13	2	0	37
chr14:13099383-13099812	Cluster_20482	N	50	0	6	72
chr14:13099865-13100298	Cluster_20483	N	27	0	152	0
chr14:13107572-13108797	Cluster_20484	N	103	57	54	61
chr14:13110629-13111057	Cluster_20485	N	13	0	5	28
chr14:13113509-13113993	Cluster_20486	N	132	28	29	39
chr14:13114296-13114788	Cluster_20487	N	4	114	0	289
chr14:13116905-13117688	Cluster_20488	N	56	75	13	36
chr14:13121704-13122400	Cluster_20489	N	221	2	47	16
chr14:13125406-13125834	Cluster_20490	N	18	0	0	9
chr14:13147721-13148214	Cluster_20491	N	241	12	0	66
chr14:13154541-13155043	Cluster_20492	N	17	1	10	38
chr14:13158252-13158680	Cluster_20493	N	12	2	3	10
chr14:13166556-13166982	Cluster_20494	N	42	4	2	34
chr14:13170320-13170733	Cluster_20495	N	4	4	15	0
chr14:13173881-13174425	Cluster_20496	N	0	4	7	285
chr14:13174851-13175430	Cluster_20497	N	49	70	1	10
chr14:13183364-13184219	Cluster_20498	N	74	7	22	60
chr14:13184344-13185019	Cluster_20499	N	71	27	10	617
chr14:13185847-13187788	Cluster_20500	N	146	16	155	268
chr14:13187857-13188715	Cluster_20501	N	86	11	72	50
chr14:13189263-13189824	Cluster_20502	N	102	18	1	74
chr14:13190142-13190569	Cluster_20503	N	18	0	2	26
chr14:13190852-13191270	Cluster_20504	N	6	4	8	23
chr14:13191645-13192134	Cluster_20505	N	10	8	74	395
chr14:13198452-13198881	Cluster_20506	N	1	26	2	39
chr14:13200266-13200683	Cluster_20507	N	31	6	3	2
chr14:13201668-13202095	Cluster_20508	N	5	10	31	40
chr14:13202188-13202617	Cluster_20509	N	21	2	6	21
chr14:13202766-13205490	Cluster_20510	N	408	139	1025	1782
chr14:13205718-13206635	Cluster_20511	N	122	17	64	95
chr14:13207657-13208741	Cluster_20512	N	57	43	6	80
chr14:13209102-13209577	Cluster_20513	N	2	1	5	158
chr14:13212679-13213098	Cluster_20514	N	88	0	38	15
chr14:13221522-13221949	Cluster_20515	N	15	0	14	13
chr14:13237098-13237700	Cluster_20516	N	20	3	9	41
chr14:13237821-13238649	Cluster_20517	N	45	10	13	126
chr14:13239886-13240311	Cluster_20518	N	2	1	1	28
chr14:13250972-13251400	Cluster_20519	N	3	1	21	2
chr14:13251836-13252261	Cluster_20520	N	15	1	6	2
chr14:13257533-13257950	Cluster_20521	N	9	4	0	38
chr14:13258985-13259411	Cluster_20522	N	4	3	40	3
chr14:13259730-13260157	Cluster_20523	N	7	1	29	1
chr14:13260978-13261409	Cluster_20524	N	762	29	255	785
chr14:13264750-13265228	Cluster_20525	N	23	9	6	14
chr14:13266102-13266816	Cluster_20526	N	16	0	4	30
chr14:13296472-13296899	Cluster_20527	N	22	0	8	15
chr14:13299127-13299555	Cluster_20528	N	15	0	10	3
chr14:13305858-13306285	Cluster_20529	N	15	0	27	21
chr14:13309213-13309949	Cluster_20530	N	69	26	116	14
chr14:13310029-13310456	Cluster_20531	N	1	0	24	15
chr14:13311857-13312285	Cluster_20532	N	4	0	7	32
chr14:13315824-13316282	Cluster_20533	N	9	2	58	10
chr14:13321744-13322256	Cluster_20534	N	58	0	4	0
chr14:13322953-13323729	Cluster_20535	N	64	10	52	71
chr14:13327107-13327536	Cluster_20536	N	9	2	61	22
chr14:13328945-13329368	Cluster_20537	N	7	0	20	5
chr14:13330669-13331095	Cluster_20538	N	17	6	16	7
chr14:13334058-13334487	Cluster_20539	N	14	11	9	3
chr14:13335490-13335955	Cluster_20540	N	20	4	7	79
chr14:13337958-13338384	Cluster_20541	N	3	1	32	33
chr14:13341605-13342033	Cluster_20542	N	2	1	30	16
chr14:13342139-13342569	Cluster_20543	N	27	19	27	33
chr14:13342794-13343791	Cluster_20544	N	34	14	93	63
chr14:13343960-13344394	Cluster_20545	N	34	12	36	56
chr14:13344430-13345512	Cluster_20546	N	43	56	99	65
chr14:13345657-13346654	Cluster_20547	N	33	16	84	52
chr14:13346823-13347257	Cluster_20548	N	28	13	40	57
chr14:13347293-13348224	Cluster_20549	N	40	48	39	37
chr14:13348501-13349497	Cluster_20550	N	37	17	86	56
chr14:13349517-13350300	Cluster_20551	N	118	44	121	171
chr14:13351410-13352484	Cluster_20552	N	136	37	120	12
chr14:13352595-13353009	Cluster_20553	N	4	0	24	0
chr14:13353377-13354118	Cluster_20554	N	37	6	62	22
chr14:13355419-13355868	Cluster_20555	N	2	0	81	12
chr14:13356295-13356723	Cluster_20556	N	0	0	11	54
chr14:13358446-13359116	Cluster_20557	N	74	24	88	15
chr14:13359188-13359617	Cluster_20558	N	12	11	11	2
chr14:13360486-13361233	Cluster_20559	N	65	22	42	32
chr14:13366161-13366566	Cluster_20560	N	17	5	29	0
chr14:13373551-13374367	Cluster_20561	N	19	1	95	82
chr14:13376781-13377236	Cluster_20562	N	33	4	42	15
chr14:13377813-13378277	Cluster_20563	N	1	1	43	50
chr14:13378733-13379188	Cluster_20564	N	0	0	26	26
chr14:13379734-13380162	Cluster_20565	N	1	2	62	15
chr14:13381123-13381552	Cluster_20566	N	2	0	24	2
chr14:13382906-13383333	Cluster_20567	N	13	4	3	30
chr14:13383897-13384324	Cluster_20568	N	38	3	0	7
chr14:13385438-13385847	Cluster_20569	N	11	4	1	20
chr14:13386501-13386983	Cluster_20570	N	0	0	0	178
chr14:13388358-13388787	Cluster_20571	N	1	0	77	3
chr14:13389282-13389807	Cluster_20572	N	5	0	45	6
chr14:13390076-13390537	Cluster_20573	N	7	2	55	12
chr14:13391269-13391670	Cluster_20574	N	0	0	26	0
chr14:13393493-13393920	Cluster_20575	N	21	0	0	2
chr14:13394897-13395412	Cluster_20576	N	0	0	143	2
chr14:13396465-13396892	Cluster_20577	N	6	6	15	13
chr14:13400616-13401043	Cluster_20578	N	1	0	89	83
chr14:13401282-13401706	Cluster_20579	N	0	0	55	14
chr14:13403600-13404940	Cluster_20580	N	3	2	348	112
chr14:13406290-13406933	Cluster_20581	N	42	18	54	21
chr14:13408268-13408696	Cluster_20582	N	65	5	99	25
chr14:13413991-13414420	Cluster_20583	N	16	1	40	19
chr14:13415317-13416077	Cluster_20584	N	22	7	61	65
chr14:13416964-13417825	Cluster_20585	N	0	17	175	85
chr14:13418065-13418487	Cluster_20586	N	0	0	63	60
chr14:13418896-13419312	Cluster_20587	N	0	0	22	8
chr14:13420787-13421883	Cluster_20588	N	17	14	147	106
chr14:13422108-13422589	Cluster_20589	N	2	0	73	29
chr14:13423762-13424181	Cluster_20590	N	0	0	38	36
chr14:13424750-13425305	Cluster_20591	N	0	44	107	37
chr14:13429978-13430397	Cluster_20592	N	0	1	1	24
chr14:13431214-13431642	Cluster_20593	N	0	0	21	7
chr14:13431794-13432315	Cluster_20594	N	0	36	162	21
chr14:13434370-13434799	Cluster_20595	N	28	2	12	4
chr14:13436593-13437023	Cluster_20596	N	0	13	112	46
chr14:13443241-13443666	Cluster_20597	N	1	5	27	4
chr14:13445430-13445860	Cluster_20598	N	2	7	89	4
chr14:13446425-13446847	Cluster_20599	N	1	0	37	12
chr14:13446861-13447263	Cluster_20600	N	2	4	27	2
chr14:13447470-13447898	Cluster_20601	N	0	1	37	8
chr14:13449395-13449811	Cluster_20602	N	4	52	5	8
chr14:13449968-13450375	Cluster_20603	N	21	2	14	4
chr14:13451335-13451796	Cluster_20604	N	86	41	187	223
chr14:13452225-13452649	Cluster_20605	N	1	16	20	11
chr14:13453187-13453605	Cluster_20606	N	38	2	1	7
chr14:13464526-13464955	Cluster_20607	N	8	0	7	49
chr14:13469457-13469876	Cluster_20608	N	135	6	51	33
chr14:13471474-13472007	Cluster_20609	N	29	2	34	53
chr14:13472281-13472982	Cluster_20610	N	43	18	42	22
chr14:13474796-13475225	Cluster_20611	N	29	3	10	2
chr14:13488075-13488588	Cluster_20612	N	64	2	71	11
chr14:13489123-13489852	Cluster_20613	N	49	1	24	58
chr14:13489996-13490424	Cluster_20614	N	12	3	45	19
chr14:13490572-13490989	Cluster_20615	N	1	3	26	23
chr14:13496348-13496761	Cluster_20616	N	0	0	17	23
chr14:13500661-13504015	Cluster_20617	N	274	49	207	450
chr14:13506812-13507239	Cluster_20618	N	4	0	26	16
chr14:13509390-13509821	Cluster_20619	N	25	18	77	30
chr14:13509824-13510254	Cluster_20620	N	16	6	59	24
chr14:13510636-13511064	Cluster_20621	N	10	0	26	9
chr14:13516153-13516582	Cluster_20622	N	7	5	78	5
chr14:13516663-13517090	Cluster_20623	N	5	1	31	3
chr14:13518585-13519472	Cluster_20624	N	105	3	830	26
chr14:13520021-13520836	Cluster_20625	N	4	11	91	22
chr14:13521737-13522163	Cluster_20626	N	1	0	46	46
chr14:13522318-13522747	Cluster_20627	N	2	5	48	14
chr14:13523272-13524211	Cluster_20628	N	21	60	200	247
chr14:13524281-13524710	Cluster_20629	N	3	0	9	15
chr14:13526085-13526510	Cluster_20630	N	6	3	8	3
chr14:13528537-13528966	Cluster_20631	N	25	4	19	7
chr14:13532000-13532431	Cluster_20632	N	11	1	25	38
chr14:13532994-13533413	Cluster_20633	N	13	2	3	17
